phrase,phrase_puj,phrase_simple_puj,freq,mandarin,english,source,tag
出字白,tshut-jī-pe̍h,tshut4-ji7-peh8,k10,登佈告,advertise,汕頭話讀本,職業|經商
出山,tshut-suaⁿ,tshut4-suann1,k10,出山,bury,汕頭話讀本,
出所費,tshut-só-hùi,tshut4-so2-hui3,k10,出費用,defray,汕頭話讀本,
出珠,tshut-tsu,tshut4-tsu1,k10,天花,smallpox,汕頭話讀本,健康
出痘,tshut-tāu,tshut4-tau7,k10,水痘,chickenpox,汕頭話讀本,健康
出票,tshut-phiè,tshut4-phie3,k10,出票,summons,汕頭話讀本,
出簽,tshut-chhiam,tshut4-chhiam1,k10,出簽,warrant,汕頭話讀本,
出貨,tshut-hùe,tshut4-hue3,k10,出貨,unload,汕頭話讀本,
出門,tshut-mn̂g,tshut4-mng5,k10,出門,marry of woman,汕頭話讀本,
刀囝,to-kiáⁿ,to1-kiann2,k10,刀子,a penknife,汕頭話讀本,
刀架,to-kè,to1-ke3,k10,刀架,a knife rest,汕頭話讀本,
刀殼,to-khah,to1-khah4,k00,刀鞘,sheath,汕頭話讀本,戰爭
刀肉,to-ne̍k,to1-nek8,k10,刀背,blade,汕頭話讀本,
刁厥,tiau-khiak,tiau1-khiak4,k00,刁潑,,考釋,人|品評
刁蹬,tiau-tùn,tiau1-tun3,k10,刁難,,考釋,人|行動
刁鑽,tiãu-tsuan,tiau6-tsuan1,k10,刁鑽,purposely,汕頭話讀本,
分,pun,pun1,k00,給,divide|give|to divide,汕頭話讀本,入門
分別,hun-pie̍t,hun1-piet8,k10,分別,distinguish,汕頭話讀本,
分我睇,pun-uá-thóiⁿ,pun1-ua2-thoinn2,k10,給我看,show me,汕頭話讀本,
分明,hun-mêng,hun1-meng5,k10,分明,plain,汕頭話讀本,
分開,pun-khui,pun1-khui1,k10,分開,separate,汕頭話讀本,
切切,chhiet-chhiet,chhiet4-chhiet4,k10,切記,earnestly,汕頭話讀本,
切要,chhiet-iàu,chhiet4-iau3,k00,重要,important,汕頭話讀本,入門
初一,chhiu-it,chhiu1-it4,k10,初一,first day of the moon,汕頭話讀本,
初三,chhiu-saⁿ,chhiu1-sann1,k10,初三,third day of the moon,汕頭話讀本,
初二,chhiu-jĩ,chhiu1-ji6,k10,初二,second day of the moon,汕頭話讀本,
初頭下,tsho-thâu-ē,tsho1-thau5-e7,k10,初次,commencement,汕頭話讀本,
刣,thâi,thai5,k00,殺,fight|to kill,汕頭話讀本,飲食
刣儂,thâi-nâng,thai5-nang5,k10,殺人,murder,汕頭話讀本,
刣牛,thâi-gû,thai5-gu5,k10,殺牛,butcher,汕頭話讀本,
刣羸,thâi-iâⁿ,thai5-iann5,k10,戰羸,defeat|victory,汕頭話讀本,
刣豬,thâi-tṳ,thai5-tur1,k10,殺豬,butcher,汕頭話讀本,
刣輸,thâi-su,thai5-su1,k10,戰敗,defeated|victory lose a,汕頭話讀本,
別,pat,pat4,k00,認識,,汕頭話讀本,教育
利,lāi,lai7,k00,鋒利,sharp,汕頭話讀本,入門
利錢,lāi-chîⁿ,lai7-chinn5,k00,利益,interest,汕頭話讀本,職業|經商
刷,chhiù,chhiu3,k00,刷,brush|rub,汕頭話讀本,起居
刷灰水,sueh-hue-tsúi,sueh4-hue1-tsui2,k10,粉刷,whitewash,汕頭話讀本,
刺殼,chhî-khak,chhi5-khak4,k10,鰣魚,shad,汕頭話讀本,
刺花,chhiah-hue,chhiah4-hue1,k10,繡花,embroider,汕頭話讀本,
刺藍帕,chhì-nàⁿ-phè,chhi3-nann3-phe3,k10,刺藍帕,bush,汕頭話讀本,
刻苦,khat-khóu,khat4-khou2,k10,刻苦,exert|persevere,汕頭話讀本,
刻苦忍,khat-khóu-lún,khat4-khou2-lun2,k10,刻苦忍耐,bear,汕頭話讀本,
刻苦耐,khat-khóu-nãiⁿ,khat4-khou2-nainn6,k10,刻苦忍耐,bear,汕頭話讀本,
剁,tok,tok4,k00,斬,,汕頭話讀本,飲食
剁脞,tok-tshō,tok4-tsho7,k00,剁碎,,汕頭話讀本,飲食
剃刀,thì-to,thi3-to1,k00,剃鬚刀,a razor,汕頭話讀本,起居|物件
剃頭,thì-thâu,thi3-thau5,k00,理髮,barber|shave,汕頭話讀本,打扮
剃頭囝,thì-thâu-kiáⁿ,thi3-thau5-kiann2,k10,理髮,barber,汕頭話讀本,
剃鬚,khoi-chhiu,khoi1-chhiu1,k10,剃鬚,shave the beard,汕頭話讀本,
則例,chek-lī,chek4-li7,k10,則例,tariff,汕頭話讀本,
剌空,tshǹg-khang,tshng3-khang1,k10,鑽孔,perforate,汕頭話讀本,
前後,tsôiⁿ-ãu,tsoinn5-au6,k10,前後,adjacent,汕頭話讀本,
前齒,tsôiⁿ-khí,tsoinn5-khi2,k00,門牙,front teeth,汕頭話讀本,人|身體
剝皮,pak-phûe,pak4-phue5,k10,剝皮,"to peel, as skin",汕頭話讀本,
剝糕粿,pak-ko-kúe,pak4-ko1-kue2,k10,打劫,robbery,汕頭話讀本,
割,kuah,kuah4,k00,切,"engrave|cut|to cut off, as a rope, a piece of meat from a large piece &c",汕頭話讀本,飲食
割工錢,kuah kang-chiⁿ,kuah4 kang1-chinn5,k10,扣工資,,汕頭話讀本,職業
割牛肉,kuah-gû-bah,kuah4-gu5-bah4,k10,割牛肉,buy as pork,汕頭話讀本,
割花,kuah-hue,kuah4-hue1,k10,雕花,carve,汕頭話讀本,
割豬肉,kuah-tṳ-bah,kuah4-tur1-bah4,k10,割豬肉,buy as pork,汕頭話讀本,
創營,tshàng-iâⁿ,tshang3-iann5,k10,露營,encamp,汕頭話讀本,
創過,tshàng-kùe,tshang3-kue3,k10,侵佔,encroach,汕頭話讀本,
劃花號,u̍eh-hue-hō,ueh8-hue1-ho7,k10,簽名,to sign,汕頭話讀本,
劃襊,u̍eh-tsūe,ueh8-tsue7,k10,劃線,line to draw,汕頭話讀本,
劈頭,phoh-thâu,phoh4-thau5,k10,斬頭,behead,汕頭話讀本,
力,la̍t,lat8,k00,勤勞,dilligent|force|strength|diligent,汕頭話讀本,人|品評
功恩,kong-ṳn,kong1-urn1,k10,恩情,favour,汕頭話讀本,
加,ke,ke1,k00,多,increase|more,汕頭話讀本,入門
勇將,ióng-chiàng,iong2-chiang3,k10,勇將,soldier|soldiers,汕頭話讀本,
勉強,mién-kiáng,mien2-kiang2,k10,勉強,compel|force to a person,汕頭話讀本,
勒索,le̍k-sok,lek8-sok4,k10,勒索,extort,汕頭話讀本,
動角,tõng-kak,tong6-kak4,k10,手杖,,考釋,打扮
勞汝,lâu--lṳ́,lau5--lur2,k10,有勞你,thank obliged,汕頭話讀本,
勢頭,sì-thâu,si3-thau5,k00,勢力,influence,汕頭話讀本,政治
勥,khiàng,khiang3,k00,厲害,clever|strong,汕頭話讀本,人|品評
勸戒,khǹg-kòi,khng3-koi3,k10,勸戒,advise|warn,汕頭話讀本,
勿,mài,mai3,k00,不要,"don't want, don't",汕頭話讀本,入門
勿亂食,mài-thèng-chia̍h,mai3-theng3-chiah8,k10,不要亂吃,don't be eating what you shouldn't eat,汕頭話讀本,
勿哭,mài-khàu,mai3-khau3,k10,不要哭,don't cry,汕頭話讀本,
勿笑,mài-chhiè,mai3-chhie3,k10,不要笑,don't laugh,汕頭話讀本,
勿算,mài-sǹg,mai3-sng3,k10,不要計較,exclude,汕頭話讀本,
包裹,pau-kó,pau1-ko2,k10,包裹,baggage,汕頭話讀本,
包領,pau-niáⁿ,pau1-niann2,k10,包管,guarantee,汕頭話讀本,
匏,pû,pu5,k10,白南瓜,pumpkin,汕頭話讀本,植物|蔬菓
匏桸,pû-hia,pu5-hia1,k10,水瓢,,考釋,起居|物件
北爿,pak-pôiⁿ,pak4-poinn5,k10,北邊,north,汕頭話讀本,
匹配,phit-phùe,phit4-phue3,k10,匹配,pair,汕頭話讀本,
十一,tsa̍p-it,tsap8-it4,k10,十一,eleventh day of the moon,汕頭話讀本,
十二,tsa̍p-jĩ,tsap8-ji6,k10,十二,12|twelfth day of the moon,汕頭話讀本,
十字架,tsa̍p-jī-kè,tsap8-ji7-ke3,k10,十字架,cross,汕頭話讀本,
十戒,tsa̍p-kài,tsap8-kai3,k10,十戒,ten commandments,汕頭話讀本,
千里鏡,tshoiⁿ-lí-kiàⁿ,tshoinn1-li2-kiann3,k10,望遠鏡,a telescope,汕頭話讀本,職業|行船
升旗,seng-kî,seng1-ki5,k10,升旗,to hoist a flag,汕頭話讀本,
半天,puàⁿ-thiⁿ,puann3-thinn1,k10,半天,sky,汕頭話讀本,
半暝,puàⁿ-mê,puann3-me5,k00,半夜,,汕頭話讀本,時日
半燒,lā-lûn-sie,la7-lun5-sie1,k10,半熱,tepid,汕頭話讀本,
卑麻油,pi-muâ-iû,pi1-mua5-iu5,k10,卑麻油,castor oil,汕頭話讀本,
南爿,nâm-pôiⁿ,nam5-poinn5,k10,南邊,south,汕頭話讀本,
印板,ìn-póiⁿ,in3-poinn2,k10,印板,type,汕頭話讀本,
印色,ìn-sek,in3-sek4,k10,印色,cotton waste soaked with red colour to stamp with,汕頭話讀本,
危,kûiⁿ,kuinn5,k00,高,tall|high,汕頭話讀本,入門
危皮,ngûi-phûe,ngui5-phue5,k10,木頭人,blockhead,汕頭話讀本,
卵,nñg,nng6,k00,蛋,eggs,汕頭話讀本,飲食
卵仁,nñg-jîn,nng6-jin5,k00,蛋黃,yolk,汕頭話讀本,飲食
卵核,lãn-hu̍t,lan6-hut8,k00,睪丸,testicles,汕頭話讀本,人|身體
卵清,nñg-chheng,nng6-chheng1,k00,蛋白,white,汕頭話讀本,飲食
卵脬,lãn-pha,lan6-pha1,k00,陰囊,bladder,考釋,人|身體
厘秤,lî-chhìn,li5-chhin3,k10,厘秤,a small scale,汕頭話讀本,
厚劃,kāu-u̍eh,kau7-ueh8,k10,厚劃,unpleasant,汕頭話讀本,
厚栗,kãu-la̍k,kau6-lak8,k00,板栗,,汕頭話讀本,植物|蔬菓
厝,tshù,tshu3,k00,家,home|a house,汕頭話讀本,起居|場所
厝主,tshù-tsú,tshu3-tsu2,k00,房東,landlord,汕頭話讀本,職業|經商
厝囝,tshù-kiáⁿ,tshu3-kiann2,k10,小房子,hut,汕頭話讀本,
厝圖,tshù-tôu,tshu3-tou5,k10,建築設計圖,plan for a builder,汕頭話讀本,
厝局,tshù-ke̍k,tshu3-kek8,k10,建築設計圖,plan for a builder,汕頭話讀本,
厝瓦,tshù-hiã,tshu3-hia6,k10,房瓦,tiles (roof.),汕頭話讀本,
厝稅,tshu-sùe,tshu1-sue3,k00,房租,house rent,汕頭話讀本,職業|經商
厝邊,tshù-piⁿ,tshu3-pinn1,k00,鄰居,neighbour,汕頭話讀本,起居|場所
厝頂,tshù-téng,tshu3-teng2,k00,房頂,roof,汕頭話讀本,起居|場所
原來,nguân-lâi,nguan5-lai5,k10,原來,originally,汕頭話讀本,
原價,nguân-kè,nguan5-ke3,k10,原價,prime cost,汕頭話讀本,
原告,nguân-kò,nguan5-ko3,k10,原告,prosecutor,汕頭話讀本,
原根,nguân-kṳn,nguan5-kurn1,k10,根本,source,汕頭話讀本,
厲害,lĩ-hāi,li6-hai7,k10,厲害,dangerous,汕頭話讀本,
去厝,khṳ̀-tshù,khur3-tshu3,k10,回家,return,汕頭話讀本,
去哪,khṳ̀--nō,khur3--no7,k10,去吧,go away,汕頭話讀本,
去職,khṳ̀-cheh,khur3-cheh4,k10,離職,dismiss as an official,汕頭話讀本,
參詳,tsham-siâng,tsham1-siang5,k10,參詳,consult,汕頭話讀本,
反輪轉,póiⁿ-lìn-tńg,poinn2-lin3-tng2,k10,反轉,turn over,汕頭話讀本,
反轉,huán-tńg,huan2-tng2,k10,反轉,contrary on the,汕頭話讀本,
受苦,siũ-khóu,siu6-khou2,k10,受苦,suffer,汕頭話讀本,
受賄,siũ-iũ,siu6-iu6,k00,受賄,bribe to receive,汕頭話讀本,法律
叛反,puãn-huán,puan6-huan2,k10,反叛,mutiny,汕頭話讀本,
叛逆,puãn-nge̍k,puan6-ngek8,k10,叛逆,mutiny,汕頭話讀本,
口㼦,khóu-kóng,khou2-kong2,k10,漱口杯,,考釋,起居|物件
口供,kháu-keng,khau2-keng1,k10,口供,evidence,汕頭話讀本,
古事,kóu-sṳ̄,kou2-sur7,k10,歷史,history,汕頭話讀本,教育
古傳,kóu-tn̄g,kou2-tng7,k10,傳說,legend,汕頭話讀本,教育
古儂,kóu-náng,kou2-nang2,k10,古人,ancient,汕頭話讀本,
古怪,ku-kuài,ku1-kuai3,k10,古怪,remarkable|strange,汕頭話讀本,
古早,kóu-tsá,kou2-tsa2,k10,古昔,ancient,汕頭話讀本,
可惜,khó-sieh,kho2-sieh4,k10,可惜,pity,汕頭話讀本,
可惡,khó-ù,kho2-u3,k10,可惡,abominable,汕頭話讀本,
可憐,khó-liên,kho2-lien5,k10,可憐,compassion|mercy,汕頭話讀本,
可比,khó-pí,kho2-pi2,k10,可比,instance|supposing,汕頭話讀本,
可痛,khó-thiàⁿ,kho2-thiann3,k10,可痛,pity,汕頭話讀本,
司公,sai-kong,sai1-kong1,k10,道士,tauist „,汕頭話讀本,
司理,sṳ̃-lí,sur6-li2,k10,修理,put in order,汕頭話讀本,
司阜,sai-pẽ,sai1-pe6,k00,師傅,mechanic,汕頭話讀本,職業
各儂,kak-nâng,kak4-nang5,k10,各人,individually,汕頭話讀本,
各樣,koh-iēⁿ,koh4-ienn7,k10,各樣,peculiar,汕頭話讀本,
合同,ha̍p-tâng,hap8-tang5,k10,合同,contract|agreement,汕頭話讀本,
合埋,ha̍h-buâ,hah8-bua5,k10,合入,,汕頭話讀本,
合約,ha̍p-ieh,hap8-ieh4,k10,合約,agreement,汕頭話讀本,
吊桶,tiàu-tháng,tiau3-thang2,k10,吊桶,bucket,汕頭話讀本,
吊瓜,tiàu-kue,tiau3-kue1,k00,黃瓜,cucumber,汕頭話讀本,植物|蔬菓
吊頷,tiàu-ãm,tiau3-am6,k10,吊頸,hang oneself|suicide by hanging,汕頭話讀本,
同字劃,táng-jī-u̍eh,tang2-ji7-ueh8,k10,族人,clansman,汕頭話讀本,
同門,tâng-mn̂g,tang5-mng5,k00,連襟,,考釋,人|稱呼
名家,miâⁿ-ke,miann5-ke1,k10,名家,able|clever,汕頭話讀本,
名聲,miâⁿ-siaⁿ,miann5-siann1,k10,名聲,fame,汕頭話讀本,
名色,miaⁿ-sek,miann1-sek4,k00,名譽,,考釋,人|品評
名頭,miaⁿ-thâu,miann1-thau5,k00,名聲,,考釋,人|品評
吐瀉,thòu-sià,thou3-sia3,k10,霍亂,cholera,汕頭話讀本,健康
君子,kun-tsṳ́,kun1-tsur2,k10,君子,civil|gentlemanly,汕頭話讀本,
吞落去,kṳ̃--lo̍h-khṳ̀,kur6--loh8-khur3,k10,吞下去,swallow with effort,汕頭話讀本,
吟詩,ngîm-si,ngim5-si1,k10,吟詩,sing hymns,汕頭話讀本,
呂宋票,lṳ̃-sóng-pie,lur6-song2-pie1,k10,呂宋票,lottery manila,汕頭話讀本,
呂宋薰,lṳ̃-sòng-hun,lur6-song3-hun1,k10,呂宋菸,"cigar, manila",汕頭話讀本,
告示,kò-sī,ko3-si7,k10,告示,proclamation,汕頭話讀本,
告贏,kò-iâⁿ,ko3-iann5,k10,告贏,case to win,汕頭話讀本,
告輸,kò-su,ko3-su1,k10,告輸,case,汕頭話讀本,
告量,kàu-niêⁿ,kau3-nienn5,k10,商量,consult,汕頭話讀本,
呌,kiè,kie3,k00,叫,,汕頭話讀本,人|行動
呢,nî,ni5,k00,毛呢,woollen cloth,汕頭話讀本,職業|經商
味素,bī-sōu,bi7-sou7,k00,味道,palate or taste,汕頭話讀本,飲食
呵咾,o-ló,o1-lo2,k00,稱讚,praise,汕頭話讀本,
呵欠,huah-hì,huah4-hi3,k00,哈欠,yawn,汕頭話讀本,健康
命運,miāⁿ-ūn,miann7-un7,k10,命運,fate,汕頭話讀本,
呾,tàⁿ,tann3,k00,說,relate|speak|tell,汕頭話讀本,人|行動
呾大話,tàⁿ-tuā-ūe,tann3-tua7-ue7,k10,說大話,boast,汕頭話讀本,
呾無,tàⁿ-bô,tann3-bo5,k10,否認,deny,汕頭話讀本,
呾知,tàⁿ-tsai,tann3-tsai1,k10,告知,warn,汕頭話讀本,
呾耍,tàⁿ-sńg,tann3-sng2,k10,開玩笑,joke in word,汕頭話讀本,
呾話,tàⁿ-ūe,tann3-ue7,k10,說話,speak,汕頭話讀本,
咄,tuah,tuah4,k00,叱責,,考釋,人|行動
和尙,hûe-sièⁿ,hue5-sienn3,k10,和尙,buddhist priest,汕頭話讀本,
和約,huâ-ieh,hua5-ieh4,k10,和約,covenant to make,汕頭話讀本,
和黎郞,khà-lōi-long,kha3-loi7-long1,k10,拍賣,auction,汕頭話讀本,
咒誓,chiù-tshuā,chiu3-tshua7,k10,發誓,swear,汕頭話讀本,
咖喱,ka-lî,ka1-li5,k00,咖喱,curry,汕頭話讀本,飲食
咖喱末,ka-lî-bua̍h,ka1-li5-buah8,k10,咖喱末,curry stuff,汕頭話讀本,
咬嗽,ka-sàu,ka1-sau3,k00,咳嗽,to cough,汕頭話讀本,健康
咳咳叫,kā-kā-kiè,ka7-ka7-kie3,k10,咳咳叫,noise to make a great,汕頭話讀本,
哀啊,āi--ā,ai7--a7,k10,唉呀,alas!,汕頭話讀本,
哺,pōu,pou7,k00,咀嚼,chew,汕頭話讀本,飲食
哼謒,hng-tshan,hng1-tshan1,k10,呻吟,groan,汕頭話讀本,
唐儂,tn̂g-nâng,tng5-nang5,k20,中國人,,汕頭話讀本,人|稱呼
唐山,tn̂g-suaⁿ,tng5-suann1,k10,中國,china,汕頭話讀本,
唚,chim,chim1,k00,吻,kiss,汕頭話讀本,人|行動
唱曲,chhiè-khek,chhie3-khek4,k10,唱曲,sing,汕頭話讀本,
唱歌,chhiè-kua,chhie3-kua1,k10,唱歌,sing,汕頭話讀本,
唸經,liām-keng,liam7-keng1,k10,唸經,recite prayers,汕頭話讀本,
啉,lim,lim1,k10,飲(酒),,考釋,飲食
問候,mn̄g-hāu,mng7-hau7,k10,問候,compliment,汕頭話讀本,
啞,é,e2,k00,啞巴,dumb,汕頭話讀本,健康
喉嚨,âu-lèng,au5-leng3,k00,喉嚨,throat,汕頭話讀本,人|身體
喊,hàm,ham3,k00,叫,call,汕頭話讀本,人|行動
喘氣,huâⁿ,huann5,k10,喘氣,snore,汕頭話讀本,
喙,tshùi,tshui3,k00,嘴,mouth,汕頭話讀本,人|身體
喙臨皮,tshùi-lîm-phûe,tshui3-lim5-phue5,k00,嘴唇,lips,汕頭話讀本,人|身體
喫草,khòi-tsháu,khoi3-tshau2,k10,吃草,graze,汕頭話讀本,
單丁,tuaⁿ-teng,tuann1-teng1,k00,獨生子,,考釋,人|稱呼
單儂,tuaⁿ-nâng,tuann1-nang5,k10,單身,alone|lonely,汕頭話讀本,
單重,tuaⁿ-têng,tuann1-teng5,k10,單折,single fold,汕頭話讀本,
嗡嗡叫,ng-ng-kiè,ng1-ng1-kie3,k10,嗡嗡叫,buzz,汕頭話讀本,
嘀嗒,ti-tâ,ti1-ta5,k10,嘀嗒,clarionet|trumpet,汕頭話讀本,
嘔噦,áu-ueh,au2-ueh4,k00,嘔吐,,考釋,健康
嘔穢,áu-ueh,au2-ueh4,k10,嘔吐,nausea,汕頭話讀本,
嘶,soi,soi1,k10,叫嚷,shout,汕頭話讀本,人|行動
器具,khì-kũ,khi3-ku6,k10,器具,instrument,汕頭話讀本,
噴涏,phùi-nuãⁿ,phui3-nuann6,k10,吐痰,spit,汕頭話讀本,
嚇一下叫,hehⁿ--chē-kiè,hehnn1--che7-kie3,k10,嚇一跳,,汕頭話讀本,
嚇驚,heh-kiaⁿ,heh4-kiann1,k10,驚嚇,threaten,汕頭話讀本,
嚷,jiáng,jiang2,k00,叫嚷,bawl|row to make a|shout,汕頭話讀本,人|行動
四季,sì-khùi,si3-khui3,k10,四季,the four seasons,汕頭話讀本,
四散,sì-suàⁿ,si3-suann3,k10,四處,scatter,汕頭話讀本,
四方,sì-pang,si3-pang1,k10,四方,square|a square,汕頭話讀本,
四方床,sì-pang tshn̂g,si3-pang1 tshng5,k00,方桌,a square table,汕頭話讀本,
四方牀,sì-pang tshn̂g,si3-pang1 tshng5,k00,方桌,,汕頭話讀本,起居|物件
四更,sì-keⁿ,si3-kenn1,k10,四更,fourth watch from 1 to 9 a.m,汕頭話讀本,
四肢,sì-chiⁿ,si3-chinn1,k10,四肢,limbs,汕頭話讀本,
囝,kiáⁿ,kiann2,k00,子女,child|son,考釋,人|稱呼
囝婿,kiáⁿ-sài,kiann2-sai3,k10,女婿,daughter's husband,汕頭話讀本,
囝孫,kiáⁿ-sun,kiann2-sun1,k10,子孫,descendant|posterity,汕頭話讀本,
回信,hûe-sìn,hue5-sin3,k10,回信,reply,汕頭話讀本,
回家,hûe-ke,hue5-ke1,k10,回家,return,汕頭話讀本,
回批,hûe-phoi,hue5-phoi1,k10,回信,reply,汕頭話讀本,
回話,hûe-ūe,hue5-ue7,k10,口譯,interpret|interpreter|linguist,汕頭話讀本,
回輪轉,hui-lìn-tńg,hui1-lin3-tng2,k10,回來,turn round as a table,汕頭話讀本,
回轉來,hui-tńg--lâi,hui1-tng2--lai5,k10,回來,turn back,汕頭話讀本,
因爲,in-ûi,in1-ui5,k10,因爲,"because, on account of",汕頭話讀本,
囤貨房,tun-hùe-pâng,tun1-hue3-pang5,k20,儲藏室,a storeroom,汕頭話讀本,
囥,khǹg,khng3,k00,藏,conceal|keep,汕頭話讀本,人|行動
囥埋,khǹg-buâ,khng3-bua5,k10,藏起來,,汕頭話讀本,
困,he̍k,hek8,k00,累,,汕頭話讀本,健康
圈套,khuán-thàu,khuan2-thau3,k10,圈套,snare,汕頭話讀本,
圈掉,khou-tiàu,khou1-tiau3,k10,圈掉,cancel,汕頭話讀本,
園籬,hn̂g-lî,hng5-li5,k10,園籬,fence|hedge,汕頭話讀本,
圓床,îⁿ-tshn̂g,inn5-tshng5,k10,圓桌,,汕頭話讀本,
圓牀,îⁿ-tshn̂g,inn5-tshng5,k10,圓桌,,汕頭話讀本,起居|物件
土名,thóu-miâⁿ,thou2-miann5,k10,土名,"byname, (nickname|nickname",汕頭話讀本,
土話,thóu-ūe,thou2-ue7,k10,土話,dialect,汕頭話讀本,
土談,thóu-thâm,thou2-tham5,k10,土談,colloquial|dialect,汕頭話讀本,
在,tõ,to6,k00,在,"at, in, on, in the act of|from",汕頭話讀本,入門
在,tsãi,tsai6,k10,很,,汕頭話讀本,入門
在船,tõ-tsûn,to6-tsun5,k10,在船,board on …… ship,汕頭話讀本,
地圖,tī-tôu,ti7-tou5,k10,地圖,maps,汕頭話讀本,
地方,tī-hng,ti7-hng1,k10,地方,country,汕頭話讀本,
地獄,tī-ge̍k,ti7-gek8,k10,地獄,hell,汕頭話讀本,
地理,tī-lí,ti7-li2,k10,地理,geography,汕頭話讀本,
地界,tī-kài,ti7-kai3,k00,邊界,boundary,汕頭話讀本,起居|場所
地豆,tī-tāu,ti7-tau7,k00,花生,groundnuts,汕頭話讀本,植物|蔬菓
地骹,tī-kha,ti7-kha1,k00,基礎,foundation,汕頭話讀本,起居|場所
坐位,tsõ-ūi,tso6-ui7,k10,坐位,reign|throne to ascend the,汕頭話讀本,
坐堂,tsõ-tn̂g,tso6-tng5,k10,坐堂,sit,汕頭話讀本,
坐酷久了,tsõ-hoh-kú--lō,tso6-hoh4-ku2--lo7,k10,坐很久了,,汕頭話讀本,
坔塗,nàm-thôu,nam3-thou5,k10,泥巴,mud,汕頭話讀本,
坫埋,tiàm-buâ,tiam3-bua5,k10,藏進,,汕頭話讀本,
垃圾,nah-sap,nah4-sap4,k00,垃圾,dirty|filthy|rubbish,汕頭話讀本,入門
垃圾相,nah-sap-sièⁿ,nah4-sap4-sienn3,k00,不乾不淨,,考釋,人|品評
垢圿,káu-koih,kau2-koih4,k00,污垢,,考釋,健康
城外,siâⁿ-guā,siann5-gua7,k10,城外,suburbs,汕頭話讀本,
城門,siâⁿ-mn̂g,siann5-mng5,k10,城門,gate city,汕頭話讀本,
埠頭,pou-thau,pou1-thau1,k10,城鎮,town,汕頭話讀本,
執意,chip-ì,chip4-i3,k10,執意,obstinate,汕頭話讀本,
基督,ki-tok,ki1-tok4,k10,基督,christ,汕頭話讀本,
堂兄弟,thâng-hiaⁿ-tĩ,thang5-hiann1-ti6,k10,堂兄弟,paternal uncle's sons,汕頭話讀本,
堂姊妹,thâng-chí-mūe,thang5-chi2-mue7,k10,堂姊妹,paternal uncle's daughters,汕頭話讀本,
堂孫婿,thâng-sun-sài,thang5-sun1-sai3,k10,堂孫婿,niece's husband,汕頭話讀本,
堪該,kham-kai,kham1-kai1,k00,應受,deserve|worthy,汕頭話讀本,入門
報仇,pò-chhiû,po3-chhiu5,k10,報仇,revenge,汕頭話讀本,
報知,pò-tsai,po3-tsai1,k10,告知,inform|report,汕頭話讀本,人|行動
報餉單,pò-hiàng-tuaⁿ,po3-hiang3-tuann1,k00,載貨清單,manifest,汕頭話讀本,職業|經商
塗,thôu,thou5,k00,土,"soil|earth, ground",汕頭話讀本,天地
塗油,thôu-iû,thou5-iu5,k10,塗油,paraffin oil,汕頭話讀本,
塗炭,thôu-thuàⁿ,thou5-thuann3,k10,塗炭,coal,汕頭話讀本,
塗炭屎,thóu-thuàⁿ-sái,thou2-thuann3-sai2,k10,塗炭屎,cinder|dross of coal,汕頭話讀本,
塗粉,thóu-hún,thou2-hun2,k10,塗粉,dust,汕頭話讀本,
塗粥,thôu-mûe,thou5-mue5,k10,泥巴,mud,汕頭話讀本,
塗糞,tôu-pùn,tou5-pun3,k10,垃圾,rubbish filth|refuse,汕頭話讀本,
塗頭,thôu-thâu,thou5-thau5,k10,無根據,absurd,汕頭話讀本,
塗骹,thôu-kha,thou5-kha1,k00,地面,floor (earth of tile.),汕頭話讀本,起居|場所
墨斗,ba̍k-táu,bak8-tau2,k00,烏賊,cuttlefish,汕頭話讀本,動物|水產
墨水,ba̍k-tsúi,bak8-tsui2,k10,墨水,ink (foreign.),汕頭話讀本,
墨水罐,ba̍k-tsúi-kuàn,bak8-tsui2-kuan3,k10,墨水罐,inkstand,汕頭話讀本,
墨硯,ba̍k-ìⁿ,bak8-inn3,k10,墨硯,inkstone,汕頭話讀本,
壓,ji̍h,jih8,k10,按,,汕頭話讀本,人|行動
壓棋,teh-kî,teh4-ki5,k10,下棋,chess,汕頭話讀本,
壓着,teh--tie̍h,teh4--tieh8,k10,壓到,squash,汕頭話讀本,
壓重,teh-tãng,teh4-tang6,k10,壓重,ballast,汕頭話讀本,
壯,tsàng,tsang3,k00,強壯的,strong,汕頭話讀本,人|品評
夏至,hē-chì,he7-chi3,k10,夏至,solstice,汕頭話讀本,
外公,guā-kong,gua7-kong1,k10,外公,grandfather,汕頭話讀本,
外國儂,guā-kok-nâng,gua7-kok4-nang5,k10,外國人,foreigner,汕頭話讀本,
外媽,guā-má,gua7-ma2,k10,外婆,grandmother,汕頭話讀本,
外孫,guā-sun,gua7-sun1,k10,外孫,daughter's son,汕頭話讀本,
外家,guā-ke,gua7-ke1,k00,娘家,,考釋,人|稱呼
外甥,guā-seng,gua7-seng1,k10,外甥,sister's son,汕頭話讀本,
外甥女,guā-seng-nńg,gua7-seng1-nng2,k10,外甥女,sister's daughter,汕頭話讀本,
