han,puj,simple_puj,freq,phrase,phrase_puj,phrase_simple_puj
藍,nâ,na5,,,,
藏,tsãng,tsang6,,寶藏,pó-tsãng,po2-tsang6
藏,tshâng,tshang5,k10,蘊藏,ún-tshâng,un2-tshang5
藐,miáu,miau2,,,,
藕,ngóu,ngou2,,,,
藝,gōi,goi7,k10,,,
藤,tîn,tin5,,,,
藥,ia̍k,iak8,,,,
藥,ie̍h,ieh8,k00,,,
藩,phuan,phuan1,,,,
藹,ái,ai2,,,,
藻,tshàu,tshau3,,,,
蘆,lôu,lou5,,,,
蘆,lû,lu5,,,,
蘇,sou,sou1,k11,蘇州,sou-chiu,sou1-chiu1
蘊,ún,un2,,,,
蘋,phîn,phin5,k00,,,
蘑,mô,mo5,,,,
蘚,sién,sien2,,,,
蘭,lân,lan5,k10,,,
蘸,tsàm,tsam3,,,,
蘿,lô,lo5,,,,
虎,hóuⁿ,hounn2,k10,,,
虐,ngia̍k,ngiak8,k10,,,
虔,khien,khien1,,,,
處,tshú,tshu2,k00,處理,tshú-lí,tshu2-li2
處,tshù,tshu3,k10,四處,sì-tshù,si3-tshu3
虛,hṳ,hur1,k00,,,
虜,lú,lu2,,,,
虞,ngô,ngo5,,,,
號,hau,hau1,,,,
號,hō,ho7,k00,,,
虧,khui,khui1,k00,,,
虱,sat,sat4,,虱箆,sat-pìn,sat4-pin3
虹,hông,hong5,k10,,,
虹,khẽng,kheng6,,,,
虼,ka,ka1,,,,
蚊,bun,bun1,,,,
蚊,máng,mang2,,,,
蚌,hóng,hong2,,,,
蚓,ín,in2,,,,
蚜,gê,ge5,,,,
蚣,kang,kang1,,,,
蚣,kong,kong1,,,,
蚤,tsáu,tsau2,,,,
蚧,kài,kai3,,,,
蚯,khiu,khiu1,,,,
蚻,tsua̍h,tsuah8,,虼蚻,ka-tsua̍h,ka1-tsuah8
蛀,tsù,tsu3,,,,
蛆,tshṳ,tshur1,,,,
蛆,tsu,tsu1,,,,
蛇,î,i5,,,,
蛇,tsuâ,tsua5,k10,,,
蛋,tàn,tan3,,,,
蛐,khek,khek4,,,,
蛔,hûe,hue5,,,,
蛙,ua,ua1,,,,
蛛,tu,tu1,,,,
蛤,kap,kap4,,,,
蛭,tiet,tiet4,,,,
蛹,ióng,iong2,,,,
蛻,sùe,sue3,,,,
蛻,thò,tho3,,,,
蛾,ngô,ngo5,,,,
蜀,che̍k,chek8,,,,
蜀,tsua̍k,tsuak8,,,,
蜂,phang,phang1,k10,,,
蜃,sîn,sin5,,,,
蜇,thē,the7,,海蜇,hái-thē,hai2-the7
蜇,tiet,tiet4,,,,
蜈,gê,ge5,,蜈蚣,gê-kang,ge5-kang1
蜈,hôu,hou5,,蜈蜞,hôu-khî,hou5-khi5
蜉,phû,phu5,,,,
蜒,iẽn,ien6,,,,
蜓,thêng,theng5,,,,
蜘,ti,ti1,,,,
蜜,bi̍t,bit8,k10,,,
蜜,mi̍t,mit8,,,,
蜞,khî,khi5,,蜈蜞,hôu-khî,hou5-khi5
蜡,la̍h,lah8,,黃蜡,n̂g-la̍h,ng5-lah8
蜢,me,me1,,沙蜢,sua-me,sua1-me1
蜻,chheⁿ,chhenn1,,,,
蝎,hiet,hiet4,,蝎囝,hiet-kiáⁿ,hiet4-kiann2
蝕,si̍h,sih8,,,,
蝗,huâng,huang5,,,,
蝗,uâng,uang5,,,,
蝦,hê,he5,k10,,,
蝨,sak,sak4,,,,
蝴,hû,hu5,,,,
蝶,tia̍p,tiap8,,,,
蝸,o,o1,,,,
蝸,ua,ua1,,,,
融,iông,iong5,k00,,,
螞,má,ma2,,,,
螟,mêng,meng5,,,,
螢,iông,iong5,,,,
螺,lô,lo5,,,,
蟀,sut,sut4,,,,
蟄,te̍k,tek8,,,,
蟋,sek,sek4,,,,
蟒,máng,mang2,,,,
蟬,siâm,siam5,,,,
蟲,thâng,thang5,k10,,,
蟹,hõi,hoi6,,,,
蟻,hiã,hia6,,,,
蠅,sîn,sin5,,,,
蠍,hak,hak4,,,,
蠍,hiak,hiak4,,,,
蠐,chîⁿ,chinn5,,蠐龍,chîⁿ-lêng,chinn5-leng5
蠓,máng,mang2,k10,,,
蠓,mông,mong5,,,,
蠔,ô,o5,,蠔珠,ô-tsu,o5-tsu1
蠕,zû,zu5,,,,
蠟,la̍h,lah8,,,,
蠡,lí,li2,,,,
蠢,tshún,tshun2,k10,,,
蠱,kú,ku2,,,,
蠶,tshôiⁿ,tshoinn5,,,,
蠹,tha̍k,thak8,,,,
蠻,mân,man5,,,,
血,hueh,hueh4,k10,,,
衊,mak,mak4,k10,衊着,mak--tie̍h,mak4--tieh8
衊,mi̍t,mit8,,污衊,u-mi̍t,u1-mit8
衋,kek,kek4,,衋心,kek-sim,kek4-sim1
行,hâng,hang5,k01,,,
行,hêng,heng5,k10,,,
行,hẽng,heng6,k11,,,
行,kiâⁿ,kiann5,k00,,,
衍,iẽn,ien6,,,,
術,su̍t,sut8,k10,,,
術,tu̍t,tut8,,,,
衕,thông,thong5,,衚衕,hû-thông,hu5-thong5
街,koi,koi1,,,,
衙,gê,ge5,,,,
衚,hû,hu5,,衚衕,hû-thông,hu5-thong5
衛,ũe,ue6,k10,,,
衝,tshong,tshong1,k10,衝擊,tshong-khek,tshong1-khek4
衝,tshong,tshong1,k10,要衝,iàu-tshong,iau3-tshong1
衝,tshòng,tshong3,k11,衝勁,tshòng-kèⁿ,tshong3-kenn3
衡,huâng,huang5,k10,,,
衣,i,i1,k00,,,
衣,ì,i3,,,,
衣,ui,ui1,,,,
表,piáu,piau2,k00,表示,piáu-sī,piau2-si7
表,pié,pie2,k01,表兄,pié-hiaⁿ,pie2-hiann1
衫,saⁿ,sann1,k00,,,
衰,sue,sue1,,,,
衷,tshong,tshong1,,,,
衿,khim,khim1,,,,
袁,uân,uan5,,,,
袂,bõi,boi6,k00,,,
袂,mĩ,mi6,,,,
袈,ke,ke1,,,,
袋,tō,to7,k00,,,
袍,phâu,phau5,,,,
袒,thán,than2,,,,
袖,siù,siu3,,,,
袤,mõu,mou6,,,,
被,phũe,phue6,k10,被席,phũe-chhie̍h,phue6-chhieh8
被,pĩ,pi6,k00,被告,pĩ-kò,pi6-ko3
袱,ho̍k,hok8,,,,
袷,kah,kah4,,袷囝,kah-kiáⁿ,kah4-kiann2
裁,tshâi,tshai5,,,,
裂,li̍h,lih8,k10,,,
裏,lãi,lai6,k00,裏底,lãi-tói,lai6-toi2
裏,lãi,lai6,k00,裏衣,lãi-i,lai6-i1
裏,lí,li2,k10,,,
裔,ĩ,i6,,,,
裕,zũ,zu6,,,,
裘,hiûⁿ,hiunn5,,,,
裘,khiû,khiu5,,,,
裙,kûn,kun5,,,,
補,póu,pou2,,,,
裝,tsng,tsng1,,,,
裝,tsuang,tsuang1,k00,,,
裟,se,se1,,,,
裳,siâng,siang5,,,,
裴,phûe,phue5,,,,
裸,ló,lo2,,,,
裹,kó,ko2,,,,
裹,kúe,kue2,,,,
裹,ló,lo2,,,,
製,chì,chi3,k10,製造,chì-tsãu,chi3-tsau6
裾,kṳ,kur1,,衫裾,saⁿ-kṳ,sann1-kur1
褂,kuà,kua3,,,,
複,hok,hok4,k00,複雜,hok-tsa̍p,hok4-tsap8
複,hok,hok4,k00,重複,têng-hok,teng5-hok4
褐,hak,hak4,,,,
褒,phau,phau1,,,,
褓,páu,pau2,,,,
褥,zo̍k,zok8,,,,
褪,thǹg,thng3,,,,
褪,thò,tho3,,,,
褲,khòu,khou3,,,,
褻,siet,siet4,,,,
襁,khiâng,khiang5,,,,
襄,siang,siang1,,,,
襇,kóiⁿ,koinn2,,襇,kóiⁿ,koinn2
襊,tsūe,tsue7,,襊,tsūe,tsue7
襖,ó,o2,,,,
襟,khim,khim1,,,,
襤,lâm,lam5,,,,
襪,bu̍eh,bueh8,,,,
襬,pái,pai2,,衣襬,i-pái,i1-pai2
襭,soih,soih4,,,,
襯,chhèng,chheng3,,,,
襲,si̍p,sip8,,,,
西,sai,sai1,k00,,,
西,si,si1,,,,
要,iau,iau1,k00,,,
要,iàu,iau3,,,,
覆,ho̍k,hok8,k00,,,
覆,ho̍k,hok8,k01,反覆,huán-ho̍k,huan2-hok8
覆,ho̍k,hok8,k01,覆蓋,ho̍k-khòiⁿ,hok8-khoinn3
見,hīn,hin7,,,,
見,kièn,kien3,k00,,,
見,kìⁿ,kinn3,k01,,,
規,kui,kui1,k10,,,
覓,mi̍t,mit8,,,,
覓,tshūe,tshue7,k00,,,
覕,bih,bih4,,,,
視,sĩ,si6,k10,,,
視,sī,si7,,,,
覦,zû,zu5,,,,
親,chhin,chhin1,k00,,,
覬,kì,ki3,,,,
覷,tshṳ̀,tshur3,,近覷,kṳ̃n-tshṳ̀,kurn6-tshur3
覺,kak,kak4,k00,,,
覽,lám,lam2,k10,,,
觀,kuan,kuan1,k10,,,
觀,kuàn,kuan3,k12,,,
角,kak,kak4,k00,,,
角,kieh,kieh4,,,,
解,hãi,hai6,,,,
解,kói,koi2,,,,
解,kòi,koi3,k00,,,
觥,kuang,kuang1,,,,
觴,siang,siang1,,,,
觸,chhek,chhek4,,,,
觸,tshok,tshok4,k10,,,
言,ngân,ngan5,k00,,,
訂,tèng,teng3,k10,,,
訃,hù,hu3,,,,
計,kì,ki3,,,,
計,kòi,koi3,k00,,,
訊,sìn,sin3,,,,
訌,hòng,hong3,,,,
討,thó,tho2,k10,,,
訓,hùn,hun3,,,,
訖,ngṳt,ngurt4,,,,
託,thoh,thoh4,k10,委託,úi-thoh,ui2-thoh4
託,thoh,thoh4,k10,拜託,pài-thoh,pai3-thoh4
記,kì,ki3,k00,,,
訛,hò,ho3,,,,
訝,già,gia3,,,,
訟,sõng,song6,,,,
訣,kuat,kuat4,,,,
訪,huáng,huang2,k10,,,
設,siet,siet4,k00,,,
許,hẽ,he6,,許願,hẽ-nguãn,he6-nguan6
許,hú,hu2,k22,,,
許,hṳ́,hur2,k10,,,
許,khóu,khou2,,,,
訴,sù,su3,k00,,,
診,chién,chien2,k10,,,
註,tsù,tsu3,k10,註冊,tsù-chheh,tsu3-chheh4
註,tsù,tsu3,k10,註解,tsù-kói,tsu3-koi2
註,tsù,tsu3,k10,註銷,tsù-siau,tsu3-siau1
証,chèng,cheng3,,干証,kan-chèng,kan1-cheng3
詈,lî,li5,,詈,lî,li5
詏,à,a3,,,,
詐,tèⁿ,tenn3,k12,,,
詐,tsà,tsa3,k10,,,
詔,chhiè,chhie3,,,,
評,phêng,pheng5,k00,,,
詖,phu̍eh,phueh8,,詖閒話,phu̍eh-ôiⁿ-ūe,phueh8-oinn5-ue7
詛,tsu,tsu1,,,,
詞,sṳ̂,sur5,k00,,,
詠,iòng,iong3,,,,
詢,sûn,sun5,k00,,,
詣,chí,chi2,,,,
試,chhì,chhi3,k00,,,
詩,si,si1,k10,,,
詫,tshà,tsha3,,,,
詭,kúi,kui2,,,,
詭,ngũiⁿ,nguinn6,,,,
話,ūe,ue7,k00,,,
該,kai,kai1,k00,,,
詳,siâng,siang5,k00,,,
詹,chiam,chiam1,,,,
誅,tsu,tsu1,,,,
誅,tu,tu1,,,,
誆,kuang,kuang1,,,,
誇,khua,khua1,,浮誇,phû-khua,phu5-khua1
誇,khua,khua1,,誇張,khua-chiang,khua1-chiang1
誌,chì,chi3,k10,事誌,tāi-chì,tai7-chi3
誌,chì,chi3,k10,墓誌銘,mõ-chì-mêng,mo6-chi3-meng5
認,jīn,jin7,k00,,,
誑,khuâng,khuang5,,,,
誑,kuang,kuang1,,,,
誓,sī,si7,,,,
誕,tàn,tan3,,,,
誘,iú,iu2,,,,
語,gṳ́,gur2,k00,,,
誠,sêng,seng5,k10,,,
誡,kài,kai3,,,,
誣,bû,bu5,,,,
誤,gōu,gou7,k10,,,
誦,sõng,song6,,,,
誨,hùe,hue3,,,,
說,sùe,sue3,,,,
說,sueh,sueh4,k10,,,
說,zua̍t,zuat8,,,,
誰,sûi,sui5,k10,,,
課,khùe,khue3,k00,,,
誹,húi,hui2,,,,
誻,ta̍h,tah8,,倒誻,tò-ta̍h,to3-tah8
誼,ngì,ngi3,k10,,,
調,thiâu,thiau5,k00,調整,thiâu-chiáⁿ,thiau5-chiann2
調,tiāu,tiau7,,聲調,siaⁿ-tiāu,siann1-tiau7
諄,tun,tun1,,,,
談,thâm,tham5,k00,,,
請,chhiáⁿ,chhiann2,k00,,,
諑,tok,tok4,,諑,tok,tok4
諒,liãng,liang6,k10,,,
論,lũn,lun6,k00,,,
諜,tia̍p,tiap8,,,,
諠,suan,suan1,,,,
諧,hâi,hai5,,,,
諮,tsṳ,tsur1,,,,
諱,húi,hui2,,,,
諱,hùi,hui3,,,,
諷,hòng,hong3,,,,
諸,tsu,tsu1,k10,,,
諺,ngãn,ngan6,,,,
諾,na̍p,nap8,k10,,,
謀,mông,mong5,,,,
謀,môu,mou5,,,,
謂,ùi,ui3,,,,
謂,ũi,ui6,,,,
謄,thêng,theng5,,,,
謅,tsou,tsou1,,,,
謊,huang,huang1,,,,
謎,mĩ,mi6,,,,
謒,tshan,tshan1,,哼謒,hng-tshan,hng1-tshan1
謗,pãng,pang6,,,,
謙,khiam,khiam1,,,,
講,káng,kang2,k00,,,
講,kóng,kong2,,,,
謝,chiā,chia7,,,,
謝,siā,sia7,k00,,,
謠,iâu,iau5,,,,
謬,niũ,niu6,,,,
謹,kṳ́n,kurn2,,,,
謾,buãn,buan6,,,,
譁,hua,hua1,,諠譁,suan-hua,suan1-hua1
證,chèng,cheng3,k00,,,
譏,ki,ki1,,,,
譗,ta̍h,tah8,,譗𧫡,ta̍h-ti̍h,tah8-tih8
識,chì,chi3,,,,
識,sek,sek4,,,,
譚,thâm,tham5,,,,
譜,phóu,phou2,,,,
警,kẽng,keng6,,,,
譬,phì,phi3,k10,,,
譯,e̍k,ek8,,,,
議,ngí,ngi2,k10,,,
譴,khién,khien2,,,,
護,hũ,hu6,k00,,,
譽,ṳ̃,ur6,,,,
讀,tāu,tau7,,,,
讀,tha̍k,thak8,k10,,,
讀,to̍k,tok8,,褻讀,siet-to̍k,siet4-tok8
變,pièn,pien3,k00,變化,pièn-hùe,pien3-hue3
變,pìⁿ,pinn3,k02,變面,pìⁿ mīn,pinn3 min7
讒,tshâm,tsham5,,,,
讓,jiãng,jiang6,k00,,,
讓,niēⁿ,nienn7,,,,
讕,lân,lan5,,,,
讖,chhiam,chhiam1,,,,
讚,tsàn,tsan3,k10,讚嘆,tsàn-thàm,tsan3-tham3
讚,tsàn,tsan3,k10,點讚,tiám-tsàn,tiam2-tsan3
谷,kok,kok4,k10,山谷,suaⁿ-kok,suann1-kok4
豁,hak,hak4,,,,
豆,tāu,tau7,k10,,,
豈,khá,kha2,,,,
豉,sī,si7,,豉油架,sī-iû-kè,si7-iu5-ke3
豌,uan,uan1,,,,
豎,sũ,su6,,,,
豐,hong,hong1,k10,豐盛,hong-sẽng,hong1-seng6
豔,iām,iam7,,,,
豕,sí,si2,,,,
豚,thûn,thun5,,,,
象,chhiẽⁿ,chhienn6,k00,,,
象,siãng,siang6,,,,
豢,huãn,huan6,,,,
豪,hâu,hau5,k10,,,
豫,ṳ̃,ur6,,,,
豬,tṳ,tur1,k10,,,
豹,pà,pa3,,,,
豺,sâi,sai5,,豺狗,sâi-káu,sai5-kau2
豺,tshâi,tshai5,,豺狼,tshâi-lâng,tshai5-lang5
貂,tiau,tiau1,,,,
貅,hiuⁿ,hiunn1,,,,
貉,lo̍k,lok8,,,,
貊,me̍k,mek8,,,,
貌,mãu,mau6,k00,,,
貓,mau,mau1,k22,,,
貓,ngiau,ngiau1,k00,,,
貔,phî,phi5,,,,
貝,pùe,pue3,,,,
貝,pũe,pue6,k00,,,
貞,cheng,cheng1,,,,
負,hũ,hu6,k00,,,
財,tshâi,tshai5,k00,,,
貢,kòng,kong3,,,,
貧,phîn,phin5,,,,
貨,hùe,hue3,k00,,,
販,huàn,huan3,,,,
貪,tham,tham1,k10,,,
貫,kuàn,kuan3,k00,,,
貫,kuãⁿ,kuann6,,,,
責,cheh,cheh4,,,,
貯,tiú,tiu2,,,,
貯,tshō,tsho7,,,,
貳,nõ,no6,,,,
貳,zṳ̃,zur6,,,,
貴,kùi,kui3,k00,,,
貶,phín,phin2,,,,
貶,pién,pien2,,,,
買,bói,boi2,k00,,,
貸,tài,tai3,k10,,,
費,hùi,hui3,k00,,,
費,pì,pi3,,,,
貼,tah,tah4,,,,
貼,thiap,thiap4,k10,,,
貽,î,i5,,,,
貿,mòng,mong3,,,,
賀,hō,ho7,,,,
賂,lũ,lu6,,,,
賃,jím,jim2,,,,
賃,jĩm,jim6,,,,
賄,iũ,iu6,k10,,,
資,tsṳ,tsur1,k00,,,
賈,kiá,kia2,,,,
賈,kú,ku2,,,,
賊,tsha̍t,tshat8,,,,
賑,chín,chin2,,,,
賒,chhia,chhia1,,,,
賓,pin,pin1,k00,,,
賚,lài,lai3,,,,
賜,sṳ̀,sur3,k10,,,
賞,siéⁿ,sienn2,,,,
賠,pûe,pue5,k10,,,
賡,keⁿ,kenn1,,,,
賢,hiên,hien5,k10,,,
賣,bōi,boi7,k01,,,
賤,tsuāⁿ,tsuann7,k10,,,
賦,hù,hu3,,,,
質,chieh,chieh4,k00,,,
賬,tièⁿ,tienn3,,,,
賭,tú,tu2,k10,,,
賰,tshûn,tshun5,,賰,tshûn,tshun5
賴,luā,lua7,,,,
賴,nãi,nai6,k10,,,
賺,tāⁿ,tann7,,,,
賺,thàn,than3,,,,
賺,tsuàn,tsuan3,,,,
賻,pua̍h,puah8,,賻錢,pua̍h-chîⁿ,puah8-chinn5
購,kòu,kou3,k10,,,
賽,sài,sai3,k10,,,
贃,thàn,than3,,,,
贅,tsũi,tsui6,,,,
贈,tsāng,tsang7,k10,,,
贊,tsàn,tsan3,k11,贊同,tsàn-tâng,tsan3-tang5
贍,chiam,chiam1,,,,
贏,iâⁿ,iann5,k00,,,
贏,iêⁿ,ienn5,,,,
贓,tsang,tsang1,,,,
贓,tsng,tsng1,,,,
贖,so̍k,sok8,,,,
贗,ngãn,ngan6,,,,
贛,kàng,kang3,,,,
赤,chhiah,chhiah4,k00,,,
赦,sià,sia3,,,,
赧,nán,nan2,,,,
赫,hek,hek4,,,,
走,tsáu,tsau2,k10,,,
赳,kiú,kiu2,,,,
赴,hù,hu3,,,,
起,khí,khi2,k00,,,
趁,chién,chien2,k11,趁機,chién ki,chien2 ki1
趁,thàn,than3,k02,趁錢,thàn chîⁿ,than3 chinn5
超,thiàu,thiau3,k10,,,
越,ua̍t,uat8,k10,,,
趕,kuáⁿ,kuann2,k00,,,
趙,tiẽⁿ,tienn6,,,,
趟,tháng,thang2,k10,,,
趣,tshù,tshu3,k00,,,
趨,tshu,tshu1,,,,
足,tsok,tsok4,k00,,,
趴,pha,pha1,,,,
趴,phak,phak4,,,,
趺,u,u1,,骹頭趺,kha-thâu-u,kha1-thau5-u1
趾,chí,chi2,,,,
跋,pua̍h,puah8,,,,
跋,pua̍t,puat8,,跋涉,pua̍t-sia̍p,puat8-siap8
跌,tiet,tiet4,,,,
跑,pháu,phau2,k00,,,
距,kṳ̃,kur6,,,,
跟,kṳn,kurn1,k00,,,
跡,chiah,chiah4,k10,,,
跣,sién,sien2,,,,
跤,kao,kao1,,,,
跨,khua,khua1,,,,
跪,kũiⁿ,kuinn6,,,,
路,lōu,lou7,k00,,,
跳,thiàu,thiau3,k00,,,
跺,tõ,to6,,,,
踉,lâng,lang5,,,,
踉,lãng,lang6,,,,
踏,ta̍h,tah8,,,,
踐,chién,chien2,,,,
踞,kṳ̃,kur6,,,,
踢,that,that4,,,,
踢,thek,thek4,k10,,,
踩,tshái,tshai2,,,,
踴,ióng,iong2,,,,
蹂,lūn,lun7,,蹂踏,lūn-ta̍h,lun7-tah8
蹄,tôi,toi5,,,,
蹈,tãu,tau6,,,,
蹊,khi,khi1,,蹊𨄅,khi-khu,khi1-khu1
蹋,thap,thap4,,,,
蹌,tshang,tshang1,,,,
蹚,thang,thang1,,,,
蹤,tsong,tsong1,,,,
蹦,pang,pang1,,,,
蹩,pie̍t,piet8,,,,
蹬,teng,teng1,,,,
蹭,chèng,cheng3,,,,
蹯,puâⁿ,puann5,,骹蹯,kha-puâⁿ,kha1-puann5
蹲,tun,tun1,,,,
蹴,tshok,tshok4,,,,
躁,tshàu,tshau3,,,,
躇,thû,thu5,,,,
躉,tún,tun2,,,,
躊,thiû,thiu5,,,,
躍,iak,iak4,,,,
躥,tshuàn,tshuan3,,,,
身,sin,sin1,k00,,,
躬,kiong,kiong1,,,,
躲,tô,to5,,,,
躺,tháng,thang2,,,,
軀,khu,khu1,k10,,,
車,chhia,chhia1,k00,水車,tsúi-chhia,tsui2-chhia1
車,kṳ,kur1,,車馬炮,kṳ bé phâu,kur1 be2 phau5
軋,ak,ak4,,,,
軋,kak,kak4,,,,
軋,khoih,khoih4,,,,
軋,tsak,tsak4,,,,
軌,khúi,khui2,,,,
軍,kun,kun1,k10,,,
軒,hṳn,hurn1,,,,
軛,eh,eh4,,,,
軟,nńg,nng2,k00,,,
軸,te̍k,tek8,,,,
軼,i̍t,it8,,,,
較,kà,ka3,k00,,,
較,khah,khah4,,,,
載,tsái,tsai2,,,,
載,tsài,tsai3,k10,,,
輒,tiet,tiet4,,,,
輓,mán,man2,k11,牽輓,khan-mán,khan1-man2
輓,mán,man2,k11,輓聯,mán-liên,man2-lien5
輔,hũ,hu6,k10,相輔,sie-hũ,sie1-hu6
輕,khin,khin1,k00,,,
輛,liáng,liang2,,,,
輜,tsṳ,tsur1,,,,
輝,hui,hui1,k10,,,
輥,kún,kun2,,,,
輦,lín,lin2,,,,
輩,pùe,pue3,,,,
輪,lûn,lun5,k00,,,
輯,chhip,chhip4,,,,
輸,su,su1,k10,,,
輻,hok,hok4,,,,
輻,pak,pak4,,,,
輾,tién,tien2,,,,
輿,ṳ̂,ur5,,,,
轄,hak,hak4,,,,
轅,uân,uan5,,,,
轉,tńg,tng2,k01,,,
轉,tsuán,tsuan2,k00,,,
轉,zuán,zuan2,k22,,,
轍,thiet,thiet4,,,,
轎,kiē,kie7,,,,
轔,lîn,lin5,,,,
轟,hong,hong1,,,,
辛,sin,sin1,k00,,,
辜,kou,kou1,,,,
辜,ku,ku1,,,,
辟,phek,phek4,k12,復辟,ho̍k-phek,hok8-phek4
辣,la̍h,lah8,,,,
辣,lua̍h,luah8,k10,芥辣,kài-lua̍h,kai3-luah8
辦,pān,pan7,,,,
辦,phōiⁿ,phoinn7,,,,
辨,piẽn,pien6,k10,,,
辭,sî,si5,k00,辭職,sî-cheh,si5-cheh4
辭,sṳ̂,sur5,k00,辭典,sṳ̂-tién,sur5-tien2
辮,piⁿ,pinn1,,留辮,lâu piⁿ,lau5 pinn1
辮,pĩⁿ,pinn6,,辮辮,pĩⁿ piⁿ,pinn6 pinn1
辯,piẽn,pien6,k10,,,
辰,sîn,sin5,,,,
辱,zo̍k,zok8,,,,
農,lông,long5,k10,,,
迂,i,i1,,,,
迂,u,u1,,,,
迄,ngṳt,ngurt4,,,,
迅,sìn,sin3,k10,,,
迎,iâⁿ,iann5,k10,迎老爺,iâⁿ-lãu-iâ,iann5-lau6-ia5
迎,ngêng,ngeng5,k00,,,
近,kṳ̃n,kurn6,k00,,,
迓,già,gia3,,,,
返,huán,huan2,k10,,,
迢,thiau,thiau1,,,,
迥,kuáng,kuang2,,,,
迦,kia,kia1,,,,
迪,te̍k,tek8,,,,
迫,pek,pek4,k00,,,
迭,tiet,tiet4,k10,,,
述,su̍t,sut8,k00,,,
迴,hûe,hue5,,巡迴,sûn-hûe,sun5-hue5
迴,hûe,hue5,,迴轉,hûe-tńg,hue5-tng2
迷,mî,mi5,k00,,,
迸,pêng,peng5,,,,
追,tui,tui1,k00,,,
退,thò,tho3,k00,,,
送,sàng,sang3,k00,,,
逃,tô,to5,k10,,,
逆,ke̍h,keh8,,,,
逆,nge̍k,ngek8,k10,,,
透,thàu,thau3,k00,,,
逐,to̍k,tok8,k00,,,
途,thû,thu5,k10,,,
逕,kèⁿ,kenn3,,逕入,kèⁿ-ji̍p,kenn3-jip8
逗,tau,tau1,,,,
這,ché,che2,k00,,,
通,thang,thang1,,,,
通,thong,thong1,k00,通身,thong-sin,thong1-sin1
逛,khuang,khuang1,,,,
逛,kuãng,kuang6,,,,
逝,sī,si7,,,,
逞,théng,theng2,,,,
速,sok,sok4,k00,,,
造,tsãu,tsau6,k00,,,
造,tsõ,tso6,,,,
逢,hông,hong5,k10,,,
連,liên,lien5,k00,,,
逮,tãi,tai6,,,,
逮,tĩ,ti6,,,,
週,chiu,chiu1,k10,週期,chiu-khî,chiu1-khi5
週,chiu,chiu1,k10,週末,chiu-mua̍t,chiu1-muat8
進,chìn,chin3,k00,,,
逸,i̍t,it8,,,,
逼,pek,pek4,k00,,,
逾,zû,zu5,,逾越,zû-ua̍t,zu5-uat8
遁,tũn,tun6,,,,
遂,sûi,sui5,,,,
遇,ngõ,ngo6,k00,,,
遊,iû,iu5,k10,遊戲,iû-hì,iu5-hi3
運,ūn,un7,k00,,,
遍,pièn,pien3,k00,,,
遍,pìn,pin3,,,,
過,ko,ko1,,,,
過,kùe,kue3,k00,,,
遏,hak,hak4,,,,
遐,hiâ,hia5,k10,,,
道,tãu,tau6,k00,,,
達,ta̍t,tat8,k00,,,
違,ûi,ui5,,,,
遙,iâu,iau5,k10,,,
遜,sùn,sun3,,,,
遞,tî,ti5,,,,
遠,hñg,hng6,k01,,,
遠,ién,ien2,k00,,,
遢,thap,thap4,,邋遢,lap-thap,lap4-thap4
遣,khién,khien2,,,,
適,sek,sek4,,,,
遭,tsau,tsau1,k00,,,
遮,chia,chia1,k10,,,
遲,chhî,chhi5,,,,
遵,tsun,tsun1,k00,,,
遷,chhien,chhien1,k10,,,
選,suán,suan2,,,,
遺,zũi,zui6,k10,,,
遼,liâu,liau5,,,,
避,pī,pi7,k10,,,
邀,hiau,hiau1,,,,
邀,iau,iau1,,,,
邀,kiau,kiau1,,,,
邁,mãi,mai6,,,,
還,hôiⁿ,hoinn5,k00,,,
還,huân,huan5,,,,
還,huaⁿ,huann1,,,,
邊,pien,pien1,k10,無邊,bô-pien,bo5-pien1
邊,piⁿ,pinn1,k11,厝邊,tshù-piⁿ,tshu3-pinn1
邋,lap,lap4,,邋遢,lap-thap,lap4-thap4
邏,lô,lo5,,,,
邑,ip,ip4,,,,
邢,hiâⁿ,hiann5,,,,
那,ná,na2,k21,,,
邦,pang,pang1,,,,
邪,siâ,sia5,,,,
邯,ham,ham1,,,,
邱,khiu,khiu1,,,,
邱,khu,khu1,,,,
邵,siãu,siau6,,,,
邵,siē,sie7,,,,
郁,hiok,hiok4,,文采郁郁,bûn-tshái-hiok-hiok,bun5-tshai2-hiok4-hiok4
郁,hiok,hiok4,,郁達夫,hiok ta̍k-hu,hiok4 tak8-hu1
郊,kau,kau1,,,,
郎,lâng,lang5,k10,,,
郎,nn̂g,nng5,,,,
郝,hak,hak4,,,,
郡,kũn,kun6,,,,
部,põu,pou6,k00,,,
郭,kuak,kuak4,,,,
郭,kueh,kueh4,,,,
郴,tim,tim1,,,,
郵,iû,iu5,k10,,,
都,tou,tou1,k00,,,
鄂,nga̍k,ngak8,,,,
鄉,hiang,hiang1,,,,
鄉,hieⁿ,hienn1,,,,
鄒,tsou,tsou1,,,,
鄖,ûn,un5,,,,
鄙,phì,phi3,,,,
鄧,tẽng,teng6,,,,
鄭,tẽng,teng6,,,,
鄭,tēⁿ,tenn7,,,,
鄰,lîn,lin5,,,,
鄲,tan,tan1,,,,
酉,iú,iu2,,,,
酊,teng,teng1,,,,
酋,iû,iu5,,,,
酌,chiak,chiak4,,,,
配,phùe,phue3,k00,,,
酒,chiú,chiu2,k10,,,
